price,sqft_living,yr_built
677100,2110,1993
465000,1430,1984
4500000,6640,2004
500000,3040,1978
455000,980,1950
705000,2570,1911
420000,2060,1967
169575,1300,1968
250000,1300,1968
530000,1680,1973
590000,4020,1970
257500,1530,1979
415000,1170,1957
536000,1580,1945
246500,1270,1964
395000,1480,1975
739000,2220,1974
1272000,3200,1984
190000,910,1968
305000,1480,1962
925000,3770,1983
895000,3500,1977
656000,1480,1943
560000,1660,1945
610000,2520,1977
645000,2850,1987
259000,2153,2007
980000,3780,1990
872000,3770,1967
1000000,3600,1977
900000,2980,1941
475000,2320,1915
350000,2980,1975
840000,2930,1947
500000,2040,1963
202500,1510,1954
523000,2660,1988
225000,1740,1989
418200,2240,1980
356500,1570,1959
670000,2500,1926
456150,1750,1962
471000,3030,1998
558000,1680,2008
1380000,5740,2000
161500,1220,1961
311000,1310,1962
470000,2490,1966
569000,2220,1929
689000,2240,1989
271900,1890,1979
278000,1850,1991
820000,2210,1931
399500,1410,1967
462000,1890,1979
347500,1830,1977
562100,1440,1914
230000,950,1958
687000,2370,1966
725786,3070,2000
315500,1300,1969
312000,1300,1950
343000,1210,2002
385195,710,2015
415000,2240,1981
461000,3600,1948
369990,1960,2002
349950,1820,1999
285750,1960,1966
542500,1750,1972
830000,3700,2011
705000,2910,1976
615000,1270,1949
184500,720,1940
412000,1040,1901
250000,2210,1934
580000,2060,1903
220000,780,1923
675000,2240,1976
373500,800,1918
662700,2440,1910
239950,1460,1941
383000,1150,1957
485000,2650,1975
610000,2600,1976
545000,1820,1954
780000,2560,1901
305000,1714,2005
405000,1330,1984
1110000,7350,2001
273000,2050,1959
326500,1810,1970
365000,1380,1981
1000750,3070,1987
422500,800,1940
354450,2140,1993
320000,1330,1971
223000,1030,1961
410000,1740,2008
438000,1200,1923
390000,1490,1993
298500,1890,2004
749999,3060,1989
779000,3250,1966
570000,2730,1978
385000,810,1918
649000,2240,1961
283000,1740,1947
699900,2380,1961
278500,1540,1971
700000,2340,1975
535000,2710,1995
234500,1310,1954
374150,1390,1973
397000,2201,2006
613000,1960,1988
1150000,2850,1954
595000,1880,1924
340000,2440,2003
388000,2560,2005
404000,1410,1950
810000,2870,1946
405000,2620,1987
726000,2970,2000
266000,1780,1986
722500,3700,1970
352000,1252,1996
265000,1240,1961
856000,2160,2014
346950,2040,2006
866059,3130,2014
410000,2350,2004
370000,1570,1982
230000,1530,1919
400000,1520,1999
172000,1350,1959
615000,1950,1962
860000,3950,1998
555000,2040,1958
579000,1990,1926
385000,1300,1968
420000,2030,1977
645000,2340,1914
549950,2160,1996
678000,2770,1962
199000,2030,1950
604000,1440,1957
268000,1730,1963
960000,4510,2003
509250,2100,1980
416000,1800,1987
190000,1090,1967
212000,1010,1973
325900,2040,1985
560000,2270,1996
275000,1730,1987
665000,2480,1994
1505000,3480,1926
375000,1720,1930
359950,1570,1979
340000,3527,2005
401000,840,1948
669000,1950,1952
638500,1980,2004
545000,1620,1924
524000,1980,1973
1610000,3530,2013
280000,1260,1947
828000,2120,1979
223000,1360,1984
1289000,3100,1981
750000,2370,1970
430000,1460,1947
711000,1980,1948
310000,1930,1994
415000,3700,1957
274900,1970,1987
525000,2470,1980
179500,1180,1952
478000,1280,1910
195000,1380,1981
385000,2740,1980
401000,2020,1969
522000,2835,2002
330000,1520,1968
503000,2190,1999
175000,1680,1979
963990,3915,2014
845000,1720,1951
157500,670,1905
450000,1790,2001
925000,2440,1950
600000,920,1938
709000,1680,1911
1385000,3290,1938
248000,2120,1984
245000,910,1912
332000,1000,1942
459950,2340,2002
425000,1180,1994
460000,2080,1979
838300,3760,1967
256000,1480,1995
864000,3060,1984
900000,3070,1922
145600,1170,1958
865000,2900,1977
250250,2210,1969
162000,1440,1943
450000,1980,1973
675500,2060,1978
697000,2420,1947
1324050,3440,2005
490000,1600,1984
590000,2210,1951
280000,2250,1957
515000,1680,1941
576000,1140,1909
375000,1430,1981
478000,1440,1980
282000,1670,1977
1400000,3080,1976
593500,4300,1972
724950,3010,2004
306000,1560,1966
341000,1920,1975
399950,1400,1930
534000,2280,1992
635000,3880,2003
350000,1350,1927
856000,1480,1928
582000,1670,2000
799000,3400,2004
423700,2070,1999
1835000,4870,1995
322000,1760,1988
929000,4030,2002
443000,1130,1939
441500,1510,1968
875000,3110,1979
3600000,5020,1941
450000,740,1947
425000,1630,1974
660000,2780,1978
763101,1990,1939
499000,2250,1992
521000,1720,1974
302000,900,1925
293000,2360,1998
335000,1530,2011
499000,1450,1919
600000,2040,1924
720000,2620,1962
195000,1180,2005
249000,1110,1952
334000,1840,1989
599950,2720,1952
149900,1090,1982
700000,1730,1945
525000,1170,1960
1049000,4740,1991
402000,1960,1977
450000,1430,1947
520000,2510,1981
205000,1420,1980
635000,2680,2004
210500,1220,1958
406650,1070,1940
350000,1580,1968
425000,1820,1942
798000,3590,1999
180000,1960,1908
1250000,3160,1972
435000,2030,1925
355000,1240,1962
3000000,5370,1918
685000,2670,1958
311000,1640,1960
305000,2130,1966
675000,2550,1924
769000,3630,1968
430000,1690,1954
516250,2390,1925
760000,2350,1940
579950,1420,2003
476000,1570,1980
510000,1600,1967
205000,720,1955
240000,1470,1969
738000,2790,1991
420000,1720,1940
455000,1300,1969
765000,2520,1912
372000,1780,1962
160000,1200,1948
772000,2990,2003
1125000,1910,1906
479000,1370,1924
570000,1910,1999
350000,1170,1959
353000,1250,2004
699000,3340,2002
265000,1380,1955
167000,780,1989
500000,2080,1964
700000,1410,1901
295000,520,1918
1010000,3500,2004
209000,840,1969
276000,2240,1968
380000,2100,2002
315000,1750,1954
685530,3130,1996
254600,1470,1968
230000,1440,1942
335000,1430,2003
550000,2170,1980
123300,1150,1956
275436,2170,1966
325000,2630,1984
635000,2490,1997
513000,1710,1944
580000,2130,1980
225000,940,1954
265000,1400,1961
313000,1630,1978
296000,1370,1948
655500,2380,1957
250750,2140,1951
438000,1970,2004
590000,2550,1967
329500,1080,1947
1195000,3070,1987
415000,1470,1944
900000,3620,1984
378000,1050,1975
474000,1050,1905
464000,1320,1900
310000,1210,1956
580000,1860,1952
999000,2830,1962
510000,810,1942
650000,1630,1940
196000,880,1978
220000,1660,1952
855000,3440,1985
483000,2110,1978
400000,1060,1952
435000,1900,1993
219500,820,2007
2950000,4860,1996
427000,2050,2008
430000,1090,1900
685000,1090,1900
495000,1920,1937
299950,1870,1990
390000,2690,1940
385000,2160,1928
740000,3000,1995
991700,2290,1924
765000,2250,1909
802000,2130,1961
950000,2500,1969
392000,2300,1988
590000,3360,1989
425000,1920,1989
765000,2440,1944
313500,1440,1983
320000,1780,1947
604000,1490,1960
570000,1400,2004
639000,2150,1982
335000,1910,1963
896000,2660,1917
259500,1650,1957
637000,1980,1958
307450,2690,1980
535000,1380,1925
669500,2500,1940
259000,1590,1952
441000,1100,1919
228800,1470,2003
530000,1680,2006
524000,1450,1924
430000,2020,1925
1325000,2470,1906
210000,1230,1969
449000,1850,1930
945000,2540,2004
200450,970,1957
219950,1070,1985
659500,2620,1956
746000,2110,1966
540000,2110,1982
485000,1910,1968
202000,670,1942
2525000,6930,1950
502000,2010,1979
279000,1770,2003
409500,1340,1921
453000,1660,1983
367000,1820,1947
550000,2510,1992
273500,1560,1962
505000,2280,1978
770000,2650,1994
565000,2470,1984
316000,1270,1971
160000,1520,1960
170000,1310,1956
235000,1310,1956
1799000,3930,1999
310000,990,1967
285000,2080,1955
280000,960,1942
2298000,4070,2004
763776,2750,1989
530000,3230,1965
362000,890,1996
430000,990,1931
456500,1290,1919
445000,2170,1989
386900,1330,1963
479000,1340,1955
525000,2200,2000
272000,2520,1979
517000,1180,1950
615000,2660,1951
439000,1250,1965
716000,2270,1988
308000,1080,1942
800000,1620,1926
575000,940,1941
219950,1620,1967
770000,2350,1987
424950,2090,1967
387000,1760,1984
790000,2050,1974
156000,600,1933
580000,2540,1942
490000,2090,1970
950000,2700,1926
400000,1410,2008
325000,1170,2008
365000,2540,2002
255000,2190,1920
985000,3890,1984
595000,2030,1967
427500,1350,1944
728000,1940,1915
549950,1260,1940
650000,2800,1954
1125000,3080,1968
203000,840,1969
311000,860,1903
387500,2400,1932
370000,1640,1963
228000,1060,1951
740000,2080,1923
200000,2090,1974
660000,1240,1927
275000,2030,1944
708000,1120,1938
280000,1270,1993
325000,2260,2002
495000,1780,1995
691000,1780,1922
2288000,4080,1983
329500,2120,1979
348000,2060,1989
425000,1670,1947
210000,1080,1942
285000,1210,1951
222000,990,1966
200000,1720,1961
247500,1530,1995
1500000,6550,2006
190000,1100,1942
975000,3020,1921
1130000,3180,1925
283200,1830,1958
650000,2540,1937
449500,1770,1954
400000,1470,1987
89950,570,1942
158800,960,1950
870000,2940,2011
196000,1000,1989
850000,2450,1940
775000,3310,2005
483500,1670,2001
387000,1620,1990
900000,2990,1951
336000,1240,1964
415000,670,1949
380000,1470,2006
350000,1320,1909
1320000,6110,2005
765000,2440,1945
527000,2900,2013
524000,2310,1908
448000,1110,1937
775000,4100,1981
176500,930,1910
750000,2420,1952
1265000,2870,1951
250000,1480,1958
759000,1960,1900
640000,1470,1926
990000,2460,1910
395000,1960,1946
275000,1160,2006
390000,1910,1997
752500,2720,1913
450000,1020,1906
473000,900,1909
178500,1120,1973
485000,2340,1985
215000,1410,1982
589000,1920,1919
325000,1370,1918
580000,1590,2004
181100,1850,1954
345000,1430,1908
781000,1940,1960
402500,1270,1903
426000,1380,1948
389000,1720,2005
670000,4050,1970
1506000,3660,1909
288400,1870,1997
700000,2230,1908
830000,2020,1968
1899000,3690,1989
350500,1450,1967
431000,1630,1956
485000,1840,1958
780000,1620,1949
720000,1840,1957
415000,1360,1971
480000,2080,1941
452250,2550,1979
316000,2550,1985
700000,1160,1945
285000,1760,1925
575000,1720,1906
590000,2300,1960
587500,2500,1956
364000,1750,1968
490000,1890,1986
410000,1800,1978
520000,2160,1999
389000,1380,1947
450000,1180,1910
325000,2550,2006
660000,1070,1924
850000,2870,1995
285000,1940,1990
395000,870,1923
440000,1550,1996
249000,1400,1917
635000,1210,1930
515000,3430,2001
1400000,3020,1954
200000,950,1955
1135000,3370,1970
445000,1460,1946
555000,1740,1920
537000,1720,1950
315000,1480,1968
805000,3320,2000
414000,3490,1969
375000,1160,2002
401000,3010,1952
210000,1030,1967
365000,980,1939
178000,1990,1960
710000,1790,1923
255000,810,1928
528000,2940,1977
537000,4883,2006
442000,1360,1955
375000,1370,1978
637250,2120,2005
427500,1240,1942
700000,2770,2004
680000,1660,1909
393820,1170,1941
525000,2470,1940
505000,1310,1929
555565,1670,1959
650000,1660,1942
632500,3500,2005
269000,1440,2005
405000,2360,1978
845000,3460,1986
234000,1750,1961
638000,1470,1946
290000,1710,1967
262000,520,1920
270000,2350,2003
875000,2380,1948
299000,1920,1982
551000,1580,1947
350000,3070,1950
1901000,2660,1992
511718,1700,1915
965000,5010,1978
475000,2680,1999
1062000,2720,1928
252000,940,1926
580000,3596,1964
374950,1240,2008
739000,4660,1979
271000,1710,1975
230000,930,1986
210000,1430,1984
350000,1650,1988
491500,1560,1968
325000,1870,1994
190000,1320,1987
658600,1400,1945
299950,1940,1958
464000,2000,1931
308000,1640,1942
625000,1020,1919
240000,1630,1977
530000,2940,1995
1000000,2120,1939
439000,790,1918
575000,2020,1948
418000,1530,1959
1208000,3250,1930
1100000,2930,1925
1900000,3150,2007
580000,2180,1985
380000,1040,1939
256000,880,1924
349950,1400,1957
691500,2600,1962
556000,1590,1908
218000,1610,1968
425000,1390,1908
935000,3710,1998
732000,2360,1974
805500,1440,1952
507250,1400,1915
800000,4600,1990
600000,2100,1979
627800,2010,1982
660000,2550,1902
153503,1240,1986
456500,2090,1975
1306000,2770,2002
843500,3560,1997
625000,1240,1925
527000,1640,1921
1965000,3940,1951
1003000,3150,1969
855000,2550,1908
725000,3940,2000
315000,580,2000
180000,1330,1978
700000,930,1926
476500,1060,1962
193000,1180,1960
295000,1850,1990
363000,820,1925
875000,3600,1990
257200,1850,1952
555000,2240,1968
380000,1860,1963
282000,2390,1989
545000,2040,1990
550000,1900,1926
921500,1900,1926
885000,2200,1904
820000,2280,1940
289000,1090,1981
334000,670,1942
206000,1050,1906
491950,2090,1958
430000,2030,2003
208000,1250,1980
245000,2600,1978
426000,640,1918
400000,2120,2006
553000,1330,1942
296000,750,1948
428000,2230,1977
325000,1890,1980
294000,820,1952
410000,1880,1977
590000,2360,1939
445000,1850,1985
921000,2310,1928
496000,2520,1955
95000,800,1947
359000,1580,1945
452500,2430,1985
555000,2350,1946
549900,3800,1984
569000,3670,1952
318500,1780,1974
487028,1295,2007
240000,1350,1959
253000,1440,1965
380000,1320,1947
250000,700,1958
368500,2510,1977
340000,3180,1969
400000,910,1918
835000,1570,1927
299000,2450,1993
1675000,4910,1910
265000,1570,1998
437500,2680,1998
865000,2090,1947
626000,2150,1988
247300,1140,2009
2075000,4230,1997
425000,1790,1937
905000,3100,1970
641250,2220,1990
675000,2370,1984
845000,4070,2002
401500,1790,1954
395000,1610,1987
1100000,2830,1958
145000,1010,1954
900000,1560,1930
374500,1330,1968
850000,2330,1965
490000,960,1951
304000,1710,1993
400000,2230,1963
454000,1700,1992
160000,1040,1950
542000,1070,1966
403500,3600,1968
418000,2750,2003
406000,1920,1951
242500,1770,1978
425000,2460,2003
613000,1550,1909
189000,1460,1995
700000,2440,1947
750000,1640,1935
494000,1290,1906
700000,3150,2000
705000,2305,2007
356000,1060,1977
625000,2060,1984
144975,900,1940
970000,3890,2004
415000,1910,1977
485000,2340,1979
799950,2900,1997
783350,3290,1991
430000,630,1943
2544750,5410,1941
975000,4270,1991
950000,1700,1950
350000,1430,1944
637000,2850,2008
895000,2160,1991
579000,1760,1946
314900,2700,1958
122000,860,1945
405000,880,1927
553650,1360,1997
369900,1770,2007
225000,2030,1979
160000,1180,1918
449500,2430,1961
650000,1300,1953
542126,2360,1977
309950,1200,1985
115000,1000,1913
221700,1556,1957
726000,1890,1915
515000,1810,1926
756000,2730,1991
1570000,3070,1927
442000,2080,1979
260000,1620,1975
390000,1150,1923
459500,1250,1929
330000,1430,1948
189000,790,1944
280000,1200,1954
400000,2110,1948
368000,3160,1942
390000,2700,1968
245000,820,1945
375000,1800,1960
465000,1750,1961
445000,1540,1997
250000,1130,1952
475500,1500,1952
672324,1600,1940
420000,1200,1937
515000,1690,1907
732350,2270,1986
297500,1910,2005
475000,1640,1929
414000,2120,2003
357250,1400,1952
289950,760,1950
550000,1070,1917
446000,1460,1958
279000,1280,1932
370000,1650,1988
216000,1260,1998
1100000,2200,1952
1280600,3560,1977
355000,1140,1988
699000,2550,1988
412000,1553,2014
276000,1140,1923
100000,790,1944
955500,2130,1914
199000,1390,1958
762000,4000,2007
425000,1520,1967
546000,1657,1910
419600,1680,1976
735000,2270,1954
1234570,2470,2011
445000,1240,1985
665000,1740,1974
1290000,4090,2002
508500,2520,1979
345950,1340,1934
207500,1640,1968
1075000,3000,1969
640000,1210,1930
329500,1810,1941
460000,2200,1979
1230000,2200,1948
805000,2350,1924
200000,1090,1963
749700,2280,1977
288000,1430,1999
535000,1520,1927
330000,1620,1950
479200,1510,1928
373000,3001,2006
355000,2020,1953
275000,1380,2008
380000,1520,1949
417000,1090,1915
1165000,4220,2004
598500,2520,1978
629000,1760,1920
226950,930,1957
1225000,2600,1939
415000,2180,1979
595000,1910,2001
209950,1100,1968
568000,1760,1973
119900,700,1951
207000,1080,1962
195000,1070,1967
324950,1460,1955
210000,1050,1947
1078000,3160,1995
325088,1400,1954
790000,3120,1977
150000,720,1982
790000,2840,1999
255000,1220,1910
697000,2820,1928
457500,840,1908
690000,1610,1940
967000,1860,1917
980000,2260,1968
619420,2450,1988
389000,850,1910
500000,1800,1964
569000,1230,1950
425000,2060,1967
635000,2750,1948
256500,1120,1980
695000,3010,2005
535000,1580,1945
454200,2630,2004
418500,790,1943
749950,3110,1983
338500,2130,1999
1250000,4520,1992
299950,1600,1993
325000,1950,1963
434000,2010,1973
328950,2550,1978
2095000,5340,1912
570000,2000,1978
802000,2170,2014
525000,1550,1918
700000,2790,1907
350000,1980,1956
277500,1190,2005
1575000,3650,1975
195000,1510,1913
222000,1200,1968
865000,2830,1979
445000,1650,1959
495800,1710,1924
548500,1740,1924
310000,1840,1974
205000,1820,1962
470000,3860,2003
430000,1810,2002
310000,1030,1999
355000,1410,1953
621500,2140,1968
175000,1930,1971
326000,1930,1971
690000,1930,1920
335000,2210,2003
197000,1360,1961
312500,1830,1950
436000,2120,1959
1015000,2700,2002
805000,3160,1992
652427,2770,1979
1008000,2240,1945
355000,2570,1999
334550,880,1939
557500,1820,1984
277500,1660,1963
300000,2200,1960
325000,1640,1928
402500,1650,1951
461000,1420,1963
540000,1270,1926
385000,1070,1971
480000,1060,1924
539950,2190,1963
529000,1940,1990
417000,1300,2008
405000,1330,1966
299000,1940,1966
299000,2100,1983
372220,1290,1951
494400,1560,1904
280000,2630,1958
277950,2100,1992
770000,2070,1996
760000,2960,1989
230000,1300,2004
525000,2520,1994
307000,1150,1927
253779,2030,1947
405000,1880,1968
360000,2320,1942
521000,1050,1910
680000,3030,1978
355000,530,1950
200000,1090,1968
330000,2220,1993
221000,1430,1987
1598890,3780,1910
310000,1560,1947
862000,2220,1932
200000,1140,1960
630000,2540,1957
432250,1440,1985
478000,1570,1977
249000,1860,1962
495000,2440,2006
630000,2100,1960
550000,2150,1997
350000,2440,1994
270000,1930,1966
488250,1830,1963
248000,1850,1986
889000,3210,2014
375000,1090,1927
933000,1870,1906
625000,1920,1977
328000,700,1943
470000,3380,1969
502500,2430,2007
484000,1950,1976
252500,900,1961
610000,2060,1987
419000,2180,1969
322500,2140,1986
563000,1730,1918
464000,3140,1993
870000,3010,1951
280000,800,2003
850000,3300,1994
458950,1530,1946
122000,760,1946
525000,2450,1994
286300,1000,1962
218450,840,1952
525000,1380,1955
650000,1380,1955
356000,2020,1949
436500,1260,1951
410000,1440,1979
512500,1540,1950
510000,1060,1925
566000,1900,1966
525000,2870,1948
435000,1050,1920
406500,1840,1989
550000,3000,1966
251000,1200,1949
830000,1840,1959
803000,2790,1989
206000,970,1942
200000,1070,1944
219000,900,1952
777000,2680,1962
593700,2000,1979
712500,1660,1956
600000,1770,1946
554663,1230,1940
267000,1740,1962
390000,1710,1953
335000,2020,1979
938000,2410,1975
370000,2310,1993
335000,2400,2003
695000,3160,1923
387500,1560,1953
245000,1770,1992
308550,1600,1990
225000,1330,1968
715000,2970,1993
335000,1020,1954
634000,2490,2003
337500,1700,1956
440000,850,1940
350000,1250,1990
400000,610,1918
1288000,3700,1989
435000,950,1954
681000,3860,2004
397000,1360,2007
775000,3890,1996
480000,1680,1959
158000,1520,1985
590000,2420,2005
772500,3890,2004
464500,2940,1955
281000,1350,1966
620000,2190,1990
475000,2280,1985
245000,1070,1932
660000,2540,1925
527500,2270,1973
135000,1220,1914
275000,1890,2003
430000,1990,1926
213500,1220,1968
535000,2640,2012
641000,1480,1952
436300,2320,1952
1440000,2410,1911
830000,2090,1949
380000,920,1910
132500,850,1945
179950,1130,1954
188200,1260,1954
659000,2090,1951
317000,2020,1926
625000,1970,1959
350000,1820,1976
750000,1840,1915
457000,2100,1959
632500,1770,1906
223000,1110,1991
610000,2090,1976
385000,2080,1948
367500,1400,2005
385100,1060,1949
230000,720,1920
286000,1100,2008
201700,1010,1967
1350000,5230,2002
525000,2420,1979
361000,1200,1975
530000,1950,2002
455000,1870,1950
421000,1310,1966
640000,1520,1945
240000,1270,1955
360000,840,1928
157340,900,1953
1240000,3010,1950
250000,1050,1954
735000,3360,1962
884900,5370,1967
775000,2690,1948
463000,1710,1948
579000,1640,2009
570000,4000,2004
1060000,4140,2005
375000,3140,1971
422000,1320,1938
866500,3080,2014
705000,2500,1986
470000,2520,1994
360000,2350,1966
795000,2570,1948
800000,3100,2003
2453500,4730,1935
277284,1030,1927
460000,1020,1953
898888,2080,1996
211000,1410,1981
222000,1360,2004
672000,2620,1992
778000,2260,1974
312500,1490,1976
650000,2530,1975
740000,3140,1959
320000,1820,1972
455000,1770,1990
2450000,4430,2013
500000,1490,2001
325000,1790,1978
416000,1710,2004
495000,2070,1968
549000,1140,1908
589000,3930,1968
194820,1100,1967
405000,2260,1910
625000,2260,1910
205000,1130,1954
345100,1950,1959
200000,960,1953
1905000,4210,2001
524500,3430,1988
598600,3470,1993
367777,2140,1978
750000,2520,1946
575000,3550,1968
84000,700,1949
255000,740,1926
1740000,3300,1926
415000,1640,1977
449900,2780,1990
220000,1830,1929
899000,3540,2003
430000,1440,1954
472500,2960,2001
680000,3180,1967
1650000,3310,2000
810000,2390,1921
605000,2460,1977
522000,1630,1958
759000,3490,2005
411000,2500,1966
286950,2080,1984
440000,1290,2000
149000,1700,1955
284700,1700,1955
374950,2540,1964
816000,1180,1952
533250,1520,1960
689800,2390,1942
775000,2740,1947
702000,2190,1991
160000,1350,1942
255500,1350,1942
949000,2980,1973
169500,790,1944
586000,2130,1965
680000,2700,1978
851500,3200,1977
582500,1159,1948
637000,3080,2008
225000,1000,1955
795000,2260,2003
304999,2270,1976
95000,760,1915
240000,1420,1942
772000,2500,1958
245000,1450,1983
430000,2500,1999
799000,2210,1916
880000,3020,2007
750000,3290,2004
2890000,5780,2008
532000,1820,1993
525000,2500,1978
239000,1210,1952
460000,1090,1951
540000,1330,1962
475000,890,1923
445000,1360,1968
1575000,4220,1991
549950,3780,2004
294950,2610,1940
736000,1980,1993
214946,1290,1980
856000,3620,2003
775000,2680,2004
205000,1200,1959
429592,1992,1903
414250,1640,1977
399950,1920,1906
319990,1840,1979
524000,1310,1970
349950,1050,1913
889000,2570,1927
300000,930,1919
395000,730,1911
348000,1270,2008
830000,1150,1921
173000,820,1965
585000,3000,1950
576750,2220,1966
495000,2500,1962
216650,1540,2007
615000,2750,1978
675000,3130,1978
510000,1430,1983
630000,2680,1995
359950,3010,2003
265000,1530,1986
210000,1240,1916
367000,2260,1998
1075000,2820,1926
756000,3560,1948
203000,1630,1960
535000,2880,2002
525000,2200,1947
347500,1620,1981
620000,1480,2005
645000,2250,1996
2200000,3540,1940
280000,1790,1990
432000,1400,1924
790000,2390,1929
635000,2400,1957
442000,2050,1958
490000,2640,2001
250000,2320,1962
1325000,2440,1902
120000,1260,1954
2950000,6240,2003
325000,1930,1993
210000,1200,1968
215000,970,1920
387000,1810,1968
408000,1380,1925
410000,1470,1953
216000,1010,1925
390000,1010,1925
357000,1340,1950
215000,970,1970
265000,1122,1900
589950,1670,2014
440000,2840,1950
248000,770,1914
730000,2040,1977
425000,3052,2004
680000,2620,1977
341500,3120,1980
395000,1100,1950
1225000,3410,1962
695500,2510,1975
308000,1680,1977
422500,1960,1977
418000,1040,1915
385000,1750,1961
876650,2170,1928
450000,1639,2003
418800,2100,1973
330000,880,1945
550000,1940,1963
270000,2490,1990
978500,2060,1940
975000,2720,1981
455000,2180,1973
1415000,3600,1991
220000,840,1951
490000,2370,1970
420000,2270,1978
408500,2720,2003
716000,1140,1915
965000,2460,1938
357823,1240,1968
7062500,10040,1940
425000,1670,1977
711777,2220,1953
335000,980,1966
825000,1890,1919
210000,1100,1900
575000,2770,1983
1208000,4250,2003
431500,1370,2005
475000,1480,1959
1495000,3770,1916
540000,2870,1960
775000,3820,1987
635000,1530,1997
1300000,4120,1999
405000,1590,1976
210000,1520,1951
880000,2350,1923
239000,1370,1955
515000,1540,1944
1379900,3786,1978
215000,1500,1999
315000,1750,1943
442500,1800,1957
311000,1180,1941
425000,830,1925
433500,1540,1919
450000,1610,1978
675000,1990,1987
535000,2070,1999
577000,1760,1967
480000,1740,1939
400000,1950,1914
304000,1280,1947
355000,1460,1990
998000,3770,1992
550000,2410,1936
550000,2410,1936
210000,1400,1948
317000,2100,1990
700000,5360,1971
265000,1000,1969
700000,3150,2001
1020000,4180,1990
1145000,2840,1972
460000,2110,1985
410000,1660,1950
665000,2160,1921
600000,2420,1994
502000,1920,1967
364950,2310,1978
680000,2330,1927
235500,2340,1967
576000,2590,2001
405000,1410,2006
335000,2850,1989
122000,730,1953
432000,1470,1939
375000,2330,1974
276000,2460,1959
450000,2080,1977
210000,990,1910
279000,1450,2011
635000,1340,1900
350000,2730,1998
218000,1140,1958
750000,1950,1944
310597,2000,1958
355000,900,1923
735000,3390,2004
155000,720,1940
354000,940,1965
415000,1770,1982
202000,590,1926
580000,1980,1996
1495000,3070,1962
790000,3500,2004
499900,2100,1999
525000,2620,1952
810000,2810,1989
425000,2290,1947
241250,1350,1993
318700,2770,1961
720000,2530,1917
291000,1280,1941
420000,1060,1983
210000,1000,1975
645000,3870,1991
762000,3370,1907
247500,2290,1936
282500,1670,1990
395000,1460,1961
295000,1770,1960
235000,820,1954
770000,1900,1948
559950,1870,2006
639000,1840,1942
314950,1590,1967
525000,1640,1946
2400000,3000,2001
820000,2160,1960
1385000,2490,1911
521450,1290,1950
760750,3190,1988
759600,1540,1923
346150,2140,1966
390000,980,1926
359950,2450,1973
430000,1360,1924
960000,4610,2000
800000,7480,1953
1010000,2860,1999
290000,1810,1970
1350000,2240,1948
777000,3610,2003
526000,1450,1921
550000,1450,2007
276000,1820,1958
2500000,5620,1916
325000,2080,1950
365000,1780,2007
2150000,4340,1967
825050,2860,1925
690000,2540,1959
390000,1140,1958
385000,1320,1995
619000,2040,1987
494000,1790,1983
412450,1910,1955
580000,1460,1928
269900,1420,1957
704300,1790,1928
267000,1390,2005
310000,1880,1976
227064,1570,1908
925000,2690,1943
245000,1670,1992
339888,1040,1969
439000,1560,1968
400000,1470,1940
560000,2070,1955
703011,1370,1941
363000,1120,1926
650000,2640,2001
299950,1030,1972
228950,1120,1942
465000,1730,1956
725000,2090,1983
212500,920,1977
526000,2970,1983
383000,1720,1993
244000,1460,1988
565000,1540,1930
373000,2850,1959
300000,1310,1962
405000,2430,2001
979000,1700,1954
324888,2160,1978
445000,860,1929
761000,2050,2006
435000,1650,1972
252000,1570,1991
350000,1660,1957
875000,1220,1955
940000,1220,1955
280000,1780,1964
450000,2180,2004
905000,3520,2004
382450,2220,1998
246700,1610,1967
220000,1070,1956
555750,1060,1913
262500,1160,1962
515000,910,1949
499500,2970,1998
135000,790,1942
462500,1540,1948
937500,3130,1956
458000,1470,1941
845000,3160,1933
660000,2675,1984
265000,1340,1987
599999,3830,1938
280000,1800,1987
1055000,2990,1974
875000,3720,1960
125000,920,1961
634800,3280,2005
269950,1440,1964
359950,1940,1981
417000,1590,1979
389000,1340,2007
1038000,3770,1997
698000,2680,1967
685000,2820,2008
198500,1520,1932
350000,2560,2012
649950,3310,1919
441000,1540,1968
462600,1430,1964
365070,2506,2006
550000,2250,1956
470000,2740,1945
340000,1540,1977
910000,4190,1965
405000,1690,1979
661000,1990,1932
635000,2410,1993
282000,1150,1948
235000,1720,1956
277500,1260,1981
346500,2020,1978
480000,2240,1959
360000,1930,1996
245000,1820,1994
625000,1560,1995
750500,2170,1911
525000,1600,1977
740000,3760,1998
523000,1240,1957
292000,1090,1929
625000,2740,1961
700000,3110,2002
399950,1610,2007
545000,1880,2007
339999,1740,1954
1210000,3270,1909
545000,1990,2003
260000,1960,1967
526000,1680,1992
701000,2910,2003
290000,1500,1968
330600,580,1908
550500,2540,1949
430000,950,1949
4000000,7080,2008
260600,810,1928
825000,4080,1961
378950,1820,1956
435000,2650,2000
631000,1670,2015
415000,2480,1986
222000,1240,1967
245000,1390,1987
720000,2880,1985
215000,1060,1960
579100,1070,1924
522500,1640,1943
489000,1510,1972
240000,1230,1925
420250,1510,2007
523000,3180,1967
628000,2260,1958
320000,1920,1990
359950,1980,1999
232000,1200,1958
810000,2020,1961
245000,2010,1921
273000,1930,1984
1191000,2710,1959
438000,1950,1917
400000,2110,1959
340000,1250,1951
552000,1380,2006
790000,2050,1991
360000,1800,1931
